"SDG_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","GHA","Ghana","2018","2018",68.91473,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MLT","Malta","2005","2005",81.83255,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MLT","Malta","2011","2011",85.75765,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MLT","Malta","2018","2018",88.20953,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","LBR","Liberia","2007","2007",9.0378,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","LBR","Liberia","2017","2017",12.32699,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","TUN","Tunisia","2004","2004",33.40206,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","TUN","Tunisia","2007","2007",35.70839,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","TUN","Tunisia","2008","2008",34.9871,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","TUN","Tunisia","2010","2010",37.64025,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","TUN","Tunisia","2011","2011",39.99615,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","TUN","Tunisia","2012","2012",41.16541,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","TUN","Tunisia","2014","2014",55.79372,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MNE","Montenegro","2003","2003",99.30319,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MNE","Montenegro","2011","2011",99.43121,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MNE","Montenegro","2018","2018",99.45047,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","KEN","Kenya","2000","2000",72.46125,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","KEN","Kenya","2007","2007",63.51469,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","KEN","Kenya","2014","2014",71.88714,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","KEN","Kenya","2018","2018",75.2791,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","SDN","Sudan","2000","2000",28.0733,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","SDN","Sudan","2008","2008",24.26523,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","SDN","Sudan","2018","2018",28.76176,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2000","2000",73.01933,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2001","2001",73.14212,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2002","2002",73.46907,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2003","2003",74.14254,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2004","2004",74.28397,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2005","2005",73.91182,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2006","2006",75.22767,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2007","2007",76.50478,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2008","2008",77.05525,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2009","2009",77.54354,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2010","2010",78.38263,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2011","2011",79.08233,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2012","2012",79.5883,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2013","2013",79.86365,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2014","2014",80.48064,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2015","2015",81.19428,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2016","2016",81.82367,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2017","2017",82.28607,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2018","2018",82.86781,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2019","2019",83.42653,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40510","World","2020","2020",83.94522,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","LBY","Libya","2004","2004",46.65,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CHL","Chile","2002","2002",85.1585,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CHL","Chile","2008","2008",88.6728,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CHL","Chile","2009","2009",89.59936,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CHL","Chile","2011","2011",88.2689,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CHL","Chile","2013","2013",88.47252,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CHL","Chile","2015","2015",89.1132,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CHL","Chile","2017","2017",90.2231,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","VNM","Viet Nam","2000","2000",89.19534,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","VNM","Viet Nam","2009","2009",93.12224,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","VNM","Viet Nam","2019","2019",95.2107,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2000","2000",75.13747,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2001","2001",75.28055,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2002","2002",75.57682,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2003","2003",76.17918,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2004","2004",76.21014,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2005","2005",76.57587,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2006","2006",78.74597,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2007","2007",83.0164,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2008","2008",83.19907,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2009","2009",84.59772,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2010","2010",85.07272,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2011","2011",85.52729,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2012","2012",86.37547,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2013","2013",86.59409,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2014","2014",87.3252,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2015","2015",88.59883,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2016","2016",89.27734,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2017","2017",90.0491,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2018","2018",90.82051,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2019","2019",91.4333,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","40619","Asia (Eastern and South-eastern)","2020","2020",91.98873,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2007","2007",73.67297,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2008","2008",76.07901,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2009","2009",74.71188,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2010","2010",74.08477,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2012","2012",75.42625,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2013","2013",75.78951,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2014","2014",76.89871,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2015","2015",77.01741,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2016","2016",74.21992,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2018","2018",68.40463,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2019","2019",64.85857,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","PRY","Paraguay","2020","2020",72.39085,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2000","2000",37.44766,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2001","2001",38.61252,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2002","2002",38.46381,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2003","2003",39.23576,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2004","2004",39.78979,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2005","2005",40.36229,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2006","2006",39.36074,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2007","2007",39.27137,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2008","2008",41.53948,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2009","2009",42.1013,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2010","2010",42.74267,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2011","2011",42.57539,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2012","2012",43.52298,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2013","2013",44.52217,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2014","2014",45.65219,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2015","2015",47.44449,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2016","2016",49.89225,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2017","2017",50.95448,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2018","2018",51.89361,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2019","2019",52.59539,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","40334","Least Developed Countries","2020","2020",53.31637,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","JAM","Jamaica","2014","2014",94.4,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","UGA","Uganda","2002","2002",78.30402,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","UGA","Uganda","2006","2006",81.38859,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","UGA","Uganda","2010","2010",82.63139,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","UGA","Uganda","2012","2012",79.12304,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","UGA","Uganda","2018","2018",82.65601,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","LVA","Latvia","2000","2000",99.25491,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","LVA","Latvia","2011","2011",99.91572,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","LVA","Latvia","2018","2018",99.93169,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","MTQ","Martinique","2004","2004",98.1,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","MTQ","Martinique","2014","2014",98.1,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","GMB","Gambia","2000","2000",17.33544,,
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","GMB","Gambia","2013","2013",23.81158,"‡","UIS Estimation"
"LR_AG25T64_F","Literacy rate, population 25-64 years, female (%)","GMB","Gambia","2015","2015",29.94839,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NER","Niger","2001","2001",19.79119,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NER","Niger","2005","2005",36.54678,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NER","Niger","2012","2012",39.78773,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NER","Niger","2018","2018",43.46,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2001","2001",28.63771,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2007","2007",24.50095,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2011","2011",30.19119,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2012","2012",27.18105,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2013","2013",29.32688,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2014","2014",32.14684,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2015","2015",32.09923,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2016","2016",40.04648,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2017","2017",39.46718,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2018","2018",40.12045,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2019","2019",39.4286,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BGD","Bangladesh","2020","2020",38.997,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","MMR","Myanmar","2000","2000",89.68159,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","MMR","Myanmar","2016","2016",75.27319,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","MMR","Myanmar","2019","2019",88.78341,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SEN","Senegal","2002","2002",39.27525,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SEN","Senegal","2006","2006",41.89115,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SEN","Senegal","2009","2009",48.03678,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SEN","Senegal","2011","2011",51.81455,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SEN","Senegal","2013","2013",43.5345,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SEN","Senegal","2017","2017",51.90042,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","NGA","Nigeria","2003","2003",21.03704,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","NGA","Nigeria","2006","2006",42.48789,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","NGA","Nigeria","2008","2008",21.55761,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","NGA","Nigeria","2018","2018",28.28781,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","KOR","Republic of Korea","2008","2008",89.32969,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MKD","North Macedonia","2002","2002",92.37358,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MKD","North Macedonia","2014","2014",97.3,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MKD","North Macedonia","2020","2020",97.80103,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EST","Estonia","2000","2000",99.76006,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EST","Estonia","2011","2011",99.90948,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","GLP","Guadeloupe","2004","2004",97.14,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","GLP","Guadeloupe","2014","2014",97.14,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2007","2007",99.99053,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2009","2009",99.8979,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2010","2010",99.91711,"+","National Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2011","2011",99.94059,"+","National Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2012","2012",99.94216,"+","National Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2013","2013",99.94767,"+","National Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2014","2014",99.94887,"+","National Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2015","2015",99.95732,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2016","2016",99.95821,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2017","2017",99.95566,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","AZE","Azerbaijan","2019","2019",99.96036,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","HRV","Croatia","2001","2001",99.25236,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","HRV","Croatia","2011","2011",99.64379,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2000","2000",69.0199,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2001","2001",70.58764,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2002","2002",71.37177,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2003","2003",76.55963,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2004","2004",77.36386,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2005","2005",75.46657,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2006","2006",71.71079,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2007","2007",72.47944,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2008","2008",73.16455,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2009","2009",75.28905,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2010","2010",75.73034,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2011","2011",77.00043,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2012","2012",79.3291,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2013","2013",79.77114,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2014","2014",80.24137,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2015","2015",80.83984,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2016","2016",77.72479,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2017","2017",78.27597,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2018","2018",79.00042,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2019","2019",79.41456,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","40603","Africa (Northern)","2020","2020",79.79784,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2001","2001",73.0538,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2007","2007",71.62815,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2008","2008",72.42999,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2009","2009",71.60112,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2010","2010",71.50731,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2011","2011",69.72816,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2012","2012",73.19667,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2013","2013",74.49757,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2014","2014",77.03318,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2015","2015",77.89132,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2016","2016",77.65764,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2017","2017",72.99159,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ECU","Ecuador","2020","2020",76.27271,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2001","2001",93.81913,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2006","2006",96.70342,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2009","2009",97.62198,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2010","2010",97.48287,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2011","2011",97.45737,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2012","2012",98.30475,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2013","2013",97.64895,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2014","2014",97.50391,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2015","2015",98.12164,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2016","2016",97.94476,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ARG","Argentina","2018","2018",97.58353,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","CYM","Cayman Islands","2007","2007",99.32203,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","COG","Congo","2005","2005",79.67074,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","COG","Congo","2011","2011",88.14956,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","COG","Congo","2018","2018",87.8093,"‡","UIS Estimation"
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","GNQ","Equatorial Guinea","2000","2000",96.23046,,
"LR_AG25T64_M","Literacy rate, population 25-64 years, male (%)","GNQ","Equatorial Guinea","2010","2010",97.58281,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KHM","Cambodia","2004","2004",38.14517,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KHM","Cambodia","2008","2008",44.24755,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KHM","Cambodia","2009","2009",46.6992,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KHM","Cambodia","2014","2014",46.56809,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KHM","Cambodia","2015","2015",53.0784,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","BIH","Bosnia and Herzegovina","2000","2000",98.31919,,
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","BIH","Bosnia and Herzegovina","2011","2011",98.44997,"‡","UIS Estimation"
"LR_AG25T64","Literacy rate, population 25-64 years, both sexes (%)","BIH","Bosnia and Herzegovina","2013","2013",99.04176,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40616","Asia (Southern)","2000","2000",58.64093,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40616","Asia (Southern)","2001","2001",59.11912,,
