indicator_name,age_demographic,sex_demographic,location,country,year,literacy_rate,lit_flag_codes,lit_flags,pop_flag_codes,pop_flags,population,youth_goal_met,illiteracy_rate,illiterate_population
Literacy rate,25-64 years,Both Sexes,ITA,Italy,2001,0.992563,,,,,31761000,,0.007437000000000027,236206.55700000084
Literacy rate,25-64 years,Both Sexes,ITA,Italy,2011,0.9946559,,,,,32985000,,0.005344099999999963,176275.13849999878
Literacy rate,25-64 years,Both Sexes,ITA,Italy,2018,0.9957273000000001,‡,UIS Estimation,,,32915000,,0.004272699999999907,140635.92049999695
Literacy rate,25-64 years,Male,40535,South and West Asia,2000,0.6732895999999999,,,,,,,0.32671040000000007,
Literacy rate,25-64 years,Male,40535,South and West Asia,2001,0.679033,,,,,,,0.320967,
Literacy rate,25-64 years,Male,40535,South and West Asia,2002,0.6862884,,,,,,,0.3137116,
Literacy rate,25-64 years,Male,40535,South and West Asia,2003,0.6963948999999999,,,,,,,0.30360510000000007,
Literacy rate,25-64 years,Male,40535,South and West Asia,2004,0.7034555,,,,,,,0.2965445,
Literacy rate,25-64 years,Male,40535,South and West Asia,2005,0.7021602,,,,,,,0.2978398,
Literacy rate,25-64 years,Male,40535,South and West Asia,2006,0.7074033,,,,,,,0.29259670000000004,
Literacy rate,25-64 years,Male,40535,South and West Asia,2007,0.7121584,,,,,,,0.28784160000000003,
Literacy rate,25-64 years,Male,40535,South and West Asia,2008,0.7277024,,,,,,,0.27229760000000003,
Literacy rate,25-64 years,Male,40535,South and West Asia,2009,0.7363143999999999,,,,,,,0.2636856000000001,
Literacy rate,25-64 years,Male,40535,South and West Asia,2010,0.7412898,,,,,,,0.2587102,
Literacy rate,25-64 years,Male,40535,South and West Asia,2011,0.7419391000000001,,,,,,,0.2580608999999999,
Literacy rate,25-64 years,Male,40535,South and West Asia,2012,0.7488008,,,,,,,0.25119919999999996,
Literacy rate,25-64 years,Male,40535,South and West Asia,2013,0.7538346,,,,,,,0.24616539999999998,
Literacy rate,25-64 years,Male,40535,South and West Asia,2014,0.7591476,,,,,,,0.24085239999999997,
Literacy rate,25-64 years,Male,40535,South and West Asia,2015,0.7695554,,,,,,,0.2304446,
Literacy rate,25-64 years,Male,40535,South and West Asia,2016,0.7816023,,,,,,,0.21839770000000003,
Literacy rate,25-64 years,Male,40535,South and West Asia,2017,0.7863522000000001,,,,,,,0.21364779999999994,
Literacy rate,25-64 years,Male,40535,South and West Asia,2018,0.7923689,,,,,,,0.20763109999999996,
Literacy rate,25-64 years,Male,40535,South and West Asia,2019,0.7978478,,,,,,,0.2021522,
Literacy rate,25-64 years,Male,40535,South and West Asia,2020,0.8036188,,,,,,,0.19638120000000003,
Literacy rate,25-64 years,Both Sexes,MDV,Maldives,2000,0.9584374,,,,,95000,,0.041562600000000005,3948.4470000000006
Literacy rate,25-64 years,Both Sexes,MDV,Maldives,2006,0.9859306,,,,,130000,,0.01406940000000001,1829.0220000000013
Literacy rate,25-64 years,Both Sexes,MDV,Maldives,2014,0.9896275,,,,,234000,,0.010372500000000007,2427.165000000002
Literacy rate,25-64 years,Both Sexes,MDV,Maldives,2016,0.9815238,,,,,269000,,0.018476200000000054,4970.097800000014
Elderly literacy rate,65+ years,Male,BRA,Brazil,2000,0.6494195,,,,,,,0.35058049999999996,
Elderly literacy rate,65+ years,Male,BRA,Brazil,2004,0.6862111,,,,,10776000,,0.31378890000000004,3381389.1864000005
Elderly literacy rate,65+ years,Male,BRA,Brazil,2006,0.698323,,,,,,,0.301677,
Elderly literacy rate,65+ years,Male,BRA,Brazil,2007,0.7131756,,,,,12011000,,0.2868244,3445047.8683999996
Elderly literacy rate,65+ years,Male,BRA,Brazil,2008,0.7113477,,,,,12425000,,0.2886523,3586504.8274999997
Elderly literacy rate,65+ years,Male,BRA,Brazil,2009,0.7130572,,,,,12866000,,0.28694280000000005,3691806.0648000007
Elderly literacy rate,65+ years,Male,BRA,Brazil,2010,0.7226701,,,,,,,0.2773299,
Elderly literacy rate,65+ years,Male,BRA,Brazil,2011,0.7369011999999999,,,,,13887000,,0.2630988000000001,3653653.035600001
Elderly literacy rate,65+ years,Male,BRA,Brazil,2012,0.7386524,,,,,14454000,,0.2613476,3777518.2104
Elderly literacy rate,65+ years,Male,BRA,Brazil,2013,0.7340692,,,,,15056000,,0.2659308,4003854.1248000003
Elderly literacy rate,65+ years,Male,BRA,Brazil,2014,0.7451312,,,,,15698000,,0.2548688,4000930.4224
Elderly literacy rate,65+ years,Male,BRA,Brazil,2015,0.7504107000000001,,,,,16384000,,0.2495892999999999,4089271.0911999983
Elderly literacy rate,65+ years,Male,BRA,Brazil,2016,0.7733190000000001,,,,,17115000,,0.2266809999999999,3879645.3149999985
Elderly literacy rate,65+ years,Male,BRA,Brazil,2017,0.7877805999999999,,,,,17885000,,0.21221940000000006,3795543.969000001
Elderly literacy rate,65+ years,Male,BRA,Brazil,2018,0.7933733,,,,,18691000,,0.20662670000000005,3862059.649700001
Adult literacy rate,15+ years,Both Sexes,GNB,Guinea-Bissau,2000,0.41357770000000005,,,,,655000,,0.5864223,384106.6065
Adult literacy rate,15+ years,Both Sexes,GNB,Guinea-Bissau,2014,0.4558116,‡,UIS Estimation,,,968000,,0.5441884,526774.3712
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2000,0.38898049999999995,,,,,,,0.6110195,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2001,0.3903543,,,,,,,0.6096457,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2002,0.3971349,,,,,,,0.6028651,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2003,0.4032298,,,,,,,0.5967701999999999,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2004,0.4034169,,,,,,,0.5965830999999999,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2005,0.425184,,,,,,,0.574816,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2006,0.41972380000000004,,,,,,,0.5802761999999999,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2007,0.43202660000000004,,,,,,,0.5679734,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2008,0.4362384,,,,,,,0.5637616,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2009,0.4707023,,,,,,,0.5292977,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2010,0.4853093,,,,,,,0.5146907000000001,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2011,0.5321283,,,,,,,0.4678717,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2012,0.5688261,,,,,,,0.4311739,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2013,0.5848488,,,,,,,0.41515120000000005,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2014,0.5894713,,,,,,,0.41052869999999997,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2015,0.5976656,,,,,,,0.4023344,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2016,0.6694588,,,,,,,0.3305412,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2017,0.6227066,,,,,,,0.3772934,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2018,0.6300608,,,,,,,0.3699392,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2019,0.6404694999999999,,,,,,,0.3595305000000001,
Elderly literacy rate,65+ years,Female,40614,Asia (Western),2020,0.6491185,,,,,,,0.35088149999999996,
Literacy rate,25-64 years,Male,ESP,Spain,2004,0.9893394000000001,,,,,24551000,,0.010660599999999909,261728.39059999777
Literacy rate,25-64 years,Male,ESP,Spain,2005,0.9898174000000001,,,,,25199000,,0.01018259999999993,256591.33739999824
Literacy rate,25-64 years,Male,ESP,Spain,2006,0.9911553000000001,,,,,25662000,,0.008844699999999928,226972.69139999815
Literacy rate,25-64 years,Male,ESP,Spain,2007,0.991301,,,,,26105000,,0.008699000000000012,227087.3950000003
Literacy rate,25-64 years,Male,ESP,Spain,2008,0.9897817999999999,,,,,26503000,,0.010218200000000066,270812.95460000174
Literacy rate,25-64 years,Male,ESP,Spain,2009,0.9905244000000001,,,,,26833000,,0.009475599999999917,254258.77479999777
Literacy rate,25-64 years,Male,ESP,Spain,2010,0.9907357,,,,,27072000,,0.009264300000000003,250803.12960000007
Literacy rate,25-64 years,Male,ESP,Spain,2011,0.9908539000000001,,,,,27090000,,0.009146099999999935,247767.84899999824
Literacy rate,25-64 years,Male,ESP,Spain,2012,0.9909332000000001,,,,,27000000,,0.00906679999999993,244803.5999999981
Literacy rate,25-64 years,Male,ESP,Spain,2013,0.9921224,,,,,26835000,,0.00787760000000004,211395.39600000108
Literacy rate,25-64 years,Male,ESP,Spain,2014,0.9919836,,,,,26641000,,0.008016400000000035,213564.91240000093
Literacy rate,25-64 years,Male,ESP,Spain,2015,0.9922563,,,,,26458000,,0.00774370000000002,204882.81460000054
Literacy rate,25-64 years,Male,ESP,Spain,2016,0.9927768,,,,,26405000,,0.007223199999999985,190728.5959999996
Literacy rate,25-64 years,Male,ESP,Spain,2018,0.9932949000000001,,,,,26319000,,0.006705099999999908,176471.52689999758
Literacy rate,25-64 years,Male,ESP,Spain,2020,0.9940445,,,,,26188000,,0.0059555000000000025,155962.63400000008
Elderly literacy rate,65+ years,Both Sexes,POL,Poland,2008,0.9295673,‡,UIS Estimation,,,5073000,,0.07043270000000001,357305.08710000006
Literacy rate,25-64 years,Male,TLS,Timor-Leste,2010,0.6056710000000001,,,,,359000,,0.39432899999999993,141564.11099999998
Literacy rate,25-64 years,Male,TLS,Timor-Leste,2018,0.7107285,‡,UIS Estimation,,,461000,,0.2892715,133354.16150000002
Literacy rate,25-64 years,Female,UKR,Ukraine,2001,0.9983801,,,,,26124000,,0.0016199000000000074,42318.267600000196
Literacy rate,25-64 years,Female,UKR,Ukraine,2012,0.9996463,‡,UIS Estimation,,,25963000,,3.5370000000001234e-4,9183.11310000032
Literacy rate,25-64 years,Both Sexes,PRI,Puerto Rico,2010,0.9211489,,,,,1815000,,0.07885109999999995,143114.74649999992
Literacy rate,25-64 years,Both Sexes,PRI,Puerto Rico,2017,0.9239008,,,,,,,0.07609920000000003,
Elderly literacy rate,65+ years,Both Sexes,TJK,Tajikistan,2000,0.9509786,,,,,224000,,0.04902139999999999,10980.793599999999
Elderly literacy rate,65+ years,Both Sexes,TJK,Tajikistan,2014,0.981,‡,UIS Estimation,,,247000,,0.019000000000000017,4693.000000000005
Adult literacy rate,15+ years,Both Sexes,PLW,Palau,2013,0.9950313,‡,UIS Estimation,,,14000,,0.004968700000000048,69.56180000000067
Adult literacy rate,15+ years,Both Sexes,PLW,Palau,2015,0.9659374,,,,,14000,,0.034062600000000054,476.87640000000073
Literacy rate,25-64 years,Both Sexes,ZAF,South Africa,2007,0.8896913000000001,,,,,21471000,,0.11030869999999993,2368438.0976999984
Literacy rate,25-64 years,Both Sexes,ZAF,South Africa,2009,0.9308795999999999,,,,,22538000,,0.06912040000000008,1557835.575200002
Literacy rate,25-64 years,Both Sexes,ZAF,South Africa,2010,0.9304276,,,,,23137000,,0.06957239999999998,1609696.6187999996
Literacy rate,25-64 years,Both Sexes,ZAF,South Africa,2011,0.9340674,,,,,23738000,,0.06593260000000001,1565108.0588000002
Literacy rate,25-64 years,Both Sexes,ZAF,South Africa,2012,0.9422386,,,,,24391000,,0.05776139999999996,1408858.3073999991
Literacy rate,25-64 years,Both Sexes,ZAF,South Africa,2014,0.9482811999999999,,,,,25733000,,0.051718800000000065,1330879.8804000018
Literacy rate,25-64 years,Both Sexes,ZAF,South Africa,2015,0.950761,,,,,26364000,,0.04923900000000003,1298136.996000001
Literacy rate,25-64 years,Both Sexes,ZAF,South Africa,2017,0.8768057,,,,,27533000,,0.12319429999999998,3391908.6618999992
Literacy rate,25-64 years,Both Sexes,ZAF,South Africa,2019,0.9598546,,,,,28605000,,0.0401454,1148359.167
Youth literacy rate,15-24 years,Male,ERI,Eritrea,2002,0.8625322,,,,,588000,,0.13746780000000003,80831.06640000001
Youth literacy rate,15-24 years,Male,ERI,Eritrea,2008,0.9128661,,,,,733000,,0.08713389999999999,63869.14869999999
Youth literacy rate,15-24 years,Male,ERI,Eritrea,2018,0.9381868,‡,UIS Estimation,,,624000,FALSE,0.06181320000000001,38571.43680000001
Literacy rate,25-64 years,Male,MDA,Republic of Moldova,2000,0.9951065,,,,,,,0.004893499999999995,
Literacy rate,25-64 years,Male,MDA,Republic of Moldova,2014,0.9965852,,,,,2411000,,0.003414800000000051,8233.082800000124
Adult literacy rate,15+ years,Both Sexes,EGY,Egypt,2005,0.6733186999999999,,,,,49963000,,0.32668130000000006,16321977.791900003
Adult literacy rate,15+ years,Both Sexes,EGY,Egypt,2006,0.6636991000000001,,,,,51196000,,0.3363008999999999,17217260.876399994
Adult literacy rate,15+ years,Both Sexes,EGY,Egypt,2010,0.7204785,,,,,55818000,,0.2795215,15602331.087
Adult literacy rate,15+ years,Both Sexes,EGY,Egypt,2012,0.7386558999999999,,,,,58156000,,0.2613441000000001,15198727.479600005
Adult literacy rate,15+ years,Both Sexes,EGY,Egypt,2013,0.724425,,,,,59285000,,0.275575,16337463.875
Adult literacy rate,15+ years,Both Sexes,EGY,Egypt,2017,0.7116825,,,,,63868000,,0.2883175,18414262.09
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2000,0.5303036,,,,,,,0.4696964,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2001,0.5307107,,,,,,,0.4692893,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2002,0.5366821,,,,,,,0.46331789999999995,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2003,0.5527252,,,,,,,0.4472748,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2004,0.5529211,,,,,,,0.44707889999999995,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2005,0.5364261,,,,,,,0.4635739,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2006,0.5461556000000001,,,,,,,0.4538443999999999,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2007,0.5421263,,,,,,,0.45787370000000005,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2008,0.5475342,,,,,,,0.45246580000000003,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2009,0.5540735999999999,,,,,,,0.44592640000000006,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2010,0.5770969,,,,,,,0.4229031,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2011,0.5771066,,,,,,,0.4228934,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2012,0.5795947,,,,,,,0.4204053,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2013,0.582491,,,,,,,0.417509,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2014,0.5921878,,,,,,,0.40781219999999996,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2015,0.5991408,,,,,,,0.40085919999999997,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2016,0.6070298,,,,,,,0.39297020000000005,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2017,0.6143815,,,,,,,0.3856185,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2018,0.6219053,,,,,,,0.3780947,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2019,0.6312359,,,,,,,0.36876410000000004,
Elderly literacy rate,65+ years,Male,40042,Lower middle income countries,2020,0.640187,,,,,,,0.35981300000000005,
Elderly literacy rate,65+ years,Female,PSE,Palestine,2004,0.1675976,,,,,87000,,0.8324024,72419.0088
Elderly literacy rate,65+ years,Female,PSE,Palestine,2006,0.2148113,,,,,94000,,0.7851887,73807.7378
Elderly literacy rate,65+ years,Female,PSE,Palestine,2007,0.2081039,,,,,98000,,0.7918961,77605.8178
Elderly literacy rate,65+ years,Female,PSE,Palestine,2008,0.20736619999999997,,,,,103000,,0.7926338,81641.2814
Elderly literacy rate,65+ years,Female,PSE,Palestine,2009,0.2519517,,,,,107000,,0.7480483,80041.1681
Elderly literacy rate,65+ years,Female,PSE,Palestine,2010,0.2508106,,,,,112000,,0.7491894,83909.2128
Elderly literacy rate,65+ years,Female,PSE,Palestine,2011,0.2706423,,,,,116000,,0.7293577,84605.4932
Elderly literacy rate,65+ years,Female,PSE,Palestine,2012,0.31130569999999996,,,,,121000,,0.6886943000000001,83332.01030000001
Elderly literacy rate,65+ years,Female,PSE,Palestine,2013,0.3527772,,,,,127000,,0.6472228,82197.2956
Elderly literacy rate,65+ years,Female,PSE,Palestine,2014,0.3739256,,,,,132000,,0.6260744,82641.8208
Elderly literacy rate,65+ years,Female,PSE,Palestine,2015,0.4252221,,,,,137000,,0.5747779,78744.5723
Elderly literacy rate,65+ years,Female,PSE,Palestine,2016,0.46709829999999997,,,,,142000,,0.5329017,75672.0414
Elderly literacy rate,65+ years,Female,PSE,Palestine,2017,0.5076050999999999,,,,,147000,,0.4923949000000001,72382.05030000002
Elderly literacy rate,65+ years,Female,PSE,Palestine,2018,0.543617,,,,,152000,,0.456383,69370.216
Elderly literacy rate,65+ years,Female,PSE,Palestine,2019,0.5597909,,,,,158000,,0.4402091,69553.0378
Elderly literacy rate,65+ years,Female,PSE,Palestine,2020,0.5968935,,,,,164000,,0.40310650000000003,66109.466
Elderly literacy rate,65+ years,Male,DZA,Algeria,2002,0.234375,,,,,1453000,,0.765625,1112453.125
Elderly literacy rate,65+ years,Male,DZA,Algeria,2006,0.2624506,,,,,1693000,,0.7375494,1248671.1342
Elderly literacy rate,65+ years,Male,DZA,Algeria,2008,0.3012364,,,,,1821000,,0.6987635999999999,1272448.5155999998
Elderly literacy rate,65+ years,Male,DZA,Algeria,2018,0.4788923,‡,UIS Estimation,,,2687000,,0.5211077,1400216.3898999998
Literacy rate,25-64 years,Both Sexes,IRN,Iran (Islamic Republic of),2005,0.799628,,,,,30046000,,0.200372,6020377.112
Literacy rate,25-64 years,Both Sexes,IRN,Iran (Islamic Republic of),2006,0.8059521,,,,,31242000,,0.19404790000000005,6062444.491800002
Literacy rate,25-64 years,Both Sexes,IRN,Iran (Islamic Republic of),2008,0.8157501,,,,,33797000,,0.18424989999999997,6227093.870299999
Literacy rate,25-64 years,Both Sexes,IRN,Iran (Islamic Republic of),2012,0.8412421999999999,,,,,39078000,,0.15875780000000006,6203937.308400002
Literacy rate,25-64 years,Both Sexes,IRN,Iran (Islamic Republic of),2013,0.857942,,,,,40386000,,0.14205800000000002,5737154.388
Literacy rate,25-64 years,Both Sexes,IRN,Iran (Islamic Republic of),2014,0.8607834,,,,,41602000,,0.13921660000000002,5791688.993200001
Literacy rate,25-64 years,Both Sexes,IRN,Iran (Islamic Republic of),2016,0.8738487,,,,,43702000,,0.12615129999999997,5513064.112599999
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2000,0.465012,,,,,,,0.534988,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2001,0.4738108,,,,,,,0.5261892,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2002,0.4761042,,,,,,,0.5238958,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2003,0.4786513,,,,,,,0.5213487,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2004,0.48280059999999997,,,,,,,0.5171994,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2005,0.4886556,,,,,,,0.5113444,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2006,0.4952422,,,,,,,0.5047577999999999,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2007,0.5038433,,,,,,,0.4961567,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2008,0.5135622999999999,,,,,,,0.4864377000000001,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2009,0.522823,,,,,,,0.47717699999999996,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2010,0.534559,,,,,,,0.465441,
Elderly literacy rate,65+ years,Male,40656,Oceania (excl. Australia/New Zealand),2011,0.5365508,‡,UIS Estimation,,,,,0.4634492,
Elderly literacy rate,65+ years,Male,BOL,Bolivia (Plurinational State of),2001,0.6551237000000001,,,,,456000,,0.3448762999999999,157263.59279999995
Elderly literacy rate,65+ years,Male,BOL,Bolivia (Plurinational State of),2007,0.7623383,,,,,554000,,0.23766169999999998,131664.58179999999
Elderly literacy rate,65+ years,Male,BOL,Bolivia (Plurinational State of),2008,0.7359643,,,,,573000,,0.2640357,151292.45609999998
Elderly literacy rate,65+ years,Male,BOL,Bolivia (Plurinational State of),2009,0.7860473,,,,,594000,,0.2139527,127087.9038
Elderly literacy rate,65+ years,Male,BOL,Bolivia (Plurinational State of),2011,0.8223533999999999,,,,,638000,,0.1776466000000001,113338.53080000007
Elderly literacy rate,65+ years,Male,BOL,Bolivia (Plurinational State of),2012,0.8515326000000001,,,,,661000,,0.14846739999999992,98136.95139999995
Elderly literacy rate,65+ years,Male,BOL,Bolivia (Plurinational State of),2015,0.8257819999999999,,,,,734000,,0.1742180000000001,127876.01200000008
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2000,0.8969041,,,,,,,0.10309590000000002,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2001,0.8991058,,,,,,,0.10089420000000004,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2002,0.8999357,,,,,,,0.1000643,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2003,0.9062572,,,,,,,0.093742800000000015,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2004,0.9083766,,,,,,,0.09162340000000002,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2005,0.9110603999999999,,,,,,,0.08893960000000012,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2006,0.9141264,,,,,,,0.0858736,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2007,0.9193271,,,,,,,0.08067290000000005,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2008,0.9216319,,,,,,,0.07836810000000005,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2009,0.9257545,,,,,,,0.07424549999999996,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2010,0.9235411,,,,,,,0.0764589,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2011,0.9309063000000001,,,,,,,0.06909369999999992,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2012,0.9321425999999999,,,,,,,0.06785740000000007,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2013,0.9326002,,,,,,,0.06739980000000001,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2014,0.9371269,,,,,,,0.06287310000000002,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2015,0.9399831000000001,,,,,,,0.06001689999999993,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2016,0.9449344000000001,,,,,,,0.05506559999999994,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2017,0.9456976,,,,,,,0.05430239999999997,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2018,0.9474332,,,,,,,0.052566800000000025,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2019,0.9503520000000001,,,,,,,0.049647999999999914,
Literacy rate,25-64 years,Male,40520,Latin America and the Caribbean,2020,0.9519252,,,,,,,0.04807479999999997,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2000,0.8926597,,,,,,,0.10734030000000006,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2001,0.8927544000000001,,,,,,,0.10724559999999994,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2002,0.8991726,,,,,,,0.10082740000000001,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2003,0.9063969000000001,,,,,,,0.09360309999999994,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2004,0.9122110000000001,,,,,,,0.0877889999999999,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2005,0.9183826,,,,,,,0.08161739999999995,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2006,0.920864,,,,,,,0.07913599999999998,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2007,0.9292877,,,,,,,0.07071229999999995,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2008,0.9337386,,,,,,,0.06626140000000003,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2009,0.9386019,,,,,,,0.06139810000000001,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2010,0.9421957999999999,,,,,,,0.05780420000000008,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2011,0.9436669999999999,,,,,,,0.05633300000000008,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2012,0.9458955,,,,,,,0.0541045,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2013,0.9477154,,,,,,,0.052284600000000014,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2014,0.9521432,,,,,,,0.04785680000000003,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2015,0.9551962,,,,,,,0.04480379999999995,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2016,0.9572911000000001,,,,,,,0.04270889999999994,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2017,0.9583856000000001,,,,,,,0.04161439999999994,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2018,0.9593533999999999,,,,,,,0.04064660000000009,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2019,0.9622921,,,,,,,0.037707900000000016,
Literacy rate,25-64 years,Female,40043,Upper middle income countries,2020,0.9641375,,,,,,,0.03586250000000002,
Literacy rate,25-64 years,Female,GRD,Grenada,2004,0.986,‡,UIS Estimation,,,44000,,0.014000000000000012,616.0000000000006
Literacy rate,25-64 years,Female,GRD,Grenada,2014,0.986,‡,UIS Estimation,,,54000,,0.014000000000000012,756.0000000000007
Literacy rate,25-64 years,Male,WSM,Samoa,2011,0.9907662,,,,,72000,,0.009233799999999959,664.833599999997
Literacy rate,25-64 years,Male,WSM,Samoa,2018,0.9913890999999999,‡,UIS Estimation,,,77000,,0.008610900000000088,663.0393000000067
Elderly literacy rate,65+ years,Male,SGP,Singapore,2000,0.8449924,,,,,,,0.15500760000000002,
Elderly literacy rate,65+ years,Male,SGP,Singapore,2010,0.909911,,,,,,,0.09008899999999997,
Elderly literacy rate,65+ years,Male,SGP,Singapore,2011,0.9335948999999999,‡,UIS Estimation,,,,,0.0664051000000001,
Elderly literacy rate,65+ years,Male,SGP,Singapore,2012,0.9374607,‡,UIS Estimation,,,,,0.06253929999999996,
Elderly literacy rate,65+ years,Male,SGP,Singapore,2013,0.9410552,‡,UIS Estimation,,,,,0.05894480000000002,
Elderly literacy rate,65+ years,Male,SGP,Singapore,2014,0.944386,‡,UIS Estimation,,,,,0.05561400000000005,
Elderly literacy rate,65+ years,Male,SGP,Singapore,2015,0.9462572,,,,,,,0.05374279999999998,
Elderly literacy rate,65+ years,Male,SGP,Singapore,2016,0.9497698,‡,UIS Estimation,,,552000,,0.0502302,27727.0704
Elderly literacy rate,65+ years,Male,SGP,Singapore,2017,0.952381,‡,UIS Estimation,,,604000,,0.04761899999999997,28761.87599999998
Elderly literacy rate,65+ years,Male,SGP,Singapore,2018,0.9548536,‡,UIS Estimation,,,660000,,0.04514640000000003,29796.62400000002
Elderly literacy rate,65+ years,Male,SGP,Singapore,2019,0.9571824999999999,‡,UIS Estimation,,,719000,,0.042817500000000064,30785.782500000045
